39.832114002	116.34283119
39.832114	116.3428312
39.832113998	116.3428312
39.832113996	116.3428312
39.832113994	116.34283121
39.832113991	116.34283121
39.832113989	116.34283122
39.832113987	116.34283122
39.832113985	116.34283122
39.832113983	116.34283123
39.83211398	116.34283123
39.832113978	116.34283123
39.832113975	116.34283124
39.832113973	116.34283124
39.832113971	116.34283124
39.832113968	116.34283125
39.832114022	116.34283116
39.832114023	116.34283116
39.832114023	116.34283116
39.832114023	116.34283116
39.832114024	116.34283116
39.832114024	116.34283116
39.832114025	116.34283116
39.832114025	116.34283116
39.832114026	116.34283116
39.832114026	116.34283116
39.832114027	116.34283116
39.832114027	116.34283115
39.832114028	116.34283115
39.832114029	116.34283115
39.83211403	116.34283115
39.83211403	116.34283115
39.832114031	116.34283115
39.832114031	116.34283115
39.832114032	116.34283115
39.832114033	116.34283115
39.832114033	116.34283115
39.832114034	116.34283115
39.832114035	116.34283115
39.832114035	116.34283115
39.832114035	116.34283115
39.832114036	116.34283115
39.832114037	116.34283115
39.832114038	116.34283115
39.832114039	116.34283115
39.832114039	116.34283115
39.83211404	116.34283115
39.83211404	116.34283114
39.832114041	116.34283114
39.832114042	116.34283114
39.832114043	116.34283114
39.832114043	116.34283114
39.832114044	116.34283114
39.832114045	116.34283114
39.832114046	116.34283114
39.832114047	116.34283114
39.832114022	116.34283114
39.832114022	116.34283113
39.832114022	116.34283113
39.832114021	116.34283113
39.832114021	116.34283113
39.83211402	116.34283113
39.83211402	116.34283113
39.83211402	116.34283113
39.832114019	116.34283113
39.832114019	116.34283113
39.832114018	116.34283113
39.832114018	116.34283113
39.832114018	116.34283112
39.832114017	116.34283112
39.832114017	116.34283112
39.832114017	116.34283112
39.832114017	116.34283112
39.832114016	116.34283112
39.832114016	116.34283112
39.832114015	116.34283112
39.832114058	116.34283117
39.83211406	116.34283118
39.832114062	116.34283118
39.832114064	116.34283118
39.832114066	116.34283118
39.832114067	116.34283118
39.832114069	116.34283118
39.832114071	116.34283119
39.832114073	116.34283119
39.832114075	116.34283119
39.832114077	116.34283119
39.832114079	116.34283119
39.832114081	116.3428312
39.832114083	116.3428312
39.832114085	116.3428312
39.832114087	116.3428312
39.832114089	116.3428312
39.832114091	116.34283121
39.832114093	116.34283121
39.832114095	116.34283121
39.832114083	116.34283117
39.832114085	116.34283117
39.832114087	116.34283117
39.832114088	116.34283117
39.83211409	116.34283117
