39.832040879	116.34328771
39.83204088	116.34328771
39.832040881	116.34328771
39.832040882	116.34328771
39.832040883	116.34328771
39.832040884	116.34328771
39.832040885	116.34328771
39.832040887	116.3432877
39.832040888	116.3432877
39.832040889	116.3432877
39.83204089	116.3432877
39.832040891	116.3432877
39.832040892	116.3432877
39.832040894	116.3432877
39.832040895	116.3432877
39.832040896	116.3432877
39.832040897	116.34328769
39.832040898	116.34328769
39.8320409	116.34328769
39.8320408	116.34328775
39.832040797	116.34328775
39.832040793	116.34328775
39.83204079	116.34328775
39.832040787	116.34328776
39.832040783	116.34328776
39.832040779	116.34328776
39.832040775	116.34328776
39.832040771	116.34328776
39.832040765	116.34328776
39.832040756	116.34328777
39.832040747	116.34328777
39.832040737	116.34328777
39.832040725	116.34328777
39.83204071	116.34328777
39.832040694	116.34328777
39.832040675	116.34328778
39.832040654	116.34328778
39.83204063	116.34328778
39.832040603	116.34328778
39.832040658	116.34328771
39.832040631	116.34328771
39.832040601	116.34328771
39.832040569	116.34328771
39.832040533	116.34328771
39.832040494	116.3432877
39.83204045	116.3432877
39.832040401	116.3432877
39.832040347	116.3432877
39.832040291	116.3432877
39.832040237	116.3432877
39.832040188	116.3432877
39.832040147	116.3432877
39.832040116	116.3432877
39.832040096	116.34328769
39.832040083	116.34328769
39.832040079	116.34328769
39.832040086	116.34328768
39.832040099	116.34328769
39.832040116	116.34328769
39.832040136	116.34328774
39.832040154	116.34328775
39.832040171	116.34328775
39.832040188	116.34328775
39.832040202	116.34328775
39.832040216	116.34328775
39.83204023	116.34328775
39.832040247	116.34328775
39.832040265	116.34328775
39.832040281	116.34328775
39.832040293	116.34328775
39.832040299	116.34328776
39.832040296	116.34328776
39.832040286	116.34328776
39.832040275	116.34328776
39.83204026	116.34328776
39.832040239	116.34328776
39.832040214	116.34328776
39.832040188	116.34328776
39.832040158	116.34328776
39.832040117	116.34328776
39.83204003	116.34328774
39.832039963	116.34328774
39.832039885	116.34328774
39.832039798	116.34328774
39.832039704	116.34328774
39.8320396	116.34328774
39.832039484	116.34328774
39.832039349	116.34328774
39.832039195	116.34328774
39.832039021	116.34328774
39.832038833	116.34328775
39.832038634	116.34328776
39.832038423	116.34328776
39.832038196	116.34328776
39.832037953	116.34328775
39.832037697	116.34328774
39.832037427	116.34328773
39.832037144	116.34328773
39.832036852	116.34328773
39.832036519	116.34328764
39.832036205	116.34328764
39.832035881	116.34328764
39.832035548	116.34328763
39.832035208	116.34328762
39.832034863	116.34328761
39.832034512	116.34328761
39.832034156	116.3432876
39.83203379	116.3432876
39.832033414	116.34328761
39.832033029	116.34328761
39.832032635	116.3432876
39.832032228	116.34328759
39.832031809	116.34328757
39.832031382	116.34328753
39.832030945	116.3432875
39.832030495	116.34328748
39.832030031	116.34328747
39.832029557	116.34328746
39.832029073	116.34328746
39.832028579	116.34328746
39.832028134	116.3432875
39.832027616	116.34328748
39.832027077	116.34328745
39.832026514	116.34328742
39.832025937	116.34328739
39.832025368	116.34328738
39.832024793	116.34328737
39.832024202	116.34328736
39.832023589	116.34328736
39.832022962	116.34328735
39.832022326	116.34328733
39.832021683	116.34328731
39.832021034	116.34328729
39.832020377	116.34328729
39.832019711	116.34328728
39.832019029	116.34328726
39.832018329	116.34328723
39.832017616	116.3432872
39.832016901	116.34328717
39.832016178	116.34328714
39.832015287	116.34328722
39.832014529	116.34328722
39.832013773	116.34328723
39.832013001	116.34328725
39.832012207	116.34328727
39.83201139	116.34328728
39.832010566	116.34328726
39.832009754	116.34328724
39.832008946	116.34328722
39.832008104	116.3432872
39.832007214	116.34328718
39.832006311	116.34328716
39.832005422	116.34328715
39.832004547	116.34328713
39.832003659	116.34328712
39.832002751	116.34328712
39.832001834	116.34328711
39.832000914	116.34328712
39.831999978	116.34328713
39.831999041	116.34328714
39.83199819	116.34328691
39.831997253	116.3432869
39.831996288	116.3432869
39.831995306	116.3432869
39.831994336	116.34328691
39.831993366	116.34328691
39.831992382	116.34328691
39.831991366	116.3432869
39.831990339	116.3432869
39.831989316	116.34328689
39.831988292	116.34328689
39.831987245	116.34328689
39.831986182	116.3432869
39.831985113	116.34328691
39.831984052	116.34328691
39.831982989	116.34328692
39.831981904	116.34328694
39.831980791	116.34328696
39.831979678	116.34328697
39.831978714	116.34328714
39.831977625	116.34328715
39.831976535	116.34328717
39.831975428	116.34328719
39.831974312	116.34328723
39.831973192	116.34328726
39.831972083	116.3432873
39.831970972	116.34328732
39.831969855	116.34328735
39.831968716	116.34328737
39.831967554	116.34328736
39.831966393	116.34328734
39.831965259	116.34328734
39.831964148	116.34328735
39.831963025	116.3432874
39.831961884	116.34328748
39.831960732	116.34328757
39.831959569	116.34328765
39.831958414	116.3432877
39.831957252	116.34328775
39.83195607	116.3432878
39.831954862	116.34328762
39.831953737	116.34328758
39.831952587	116.34328755
39.831951411	116.34328756
39.831950202	116.3432876
39.831948994	116.34328766
39.831947803	116.34328775
39.831946643	116.34328784
39.831945494	116.34328789
39.831944341	116.34328793
39.831943171	116.34328799
39.831941951	116.34328803
39.831940728	116.34328803
39.831939529	116.343288
39.831938375	116.343288
39.83193721	116.34328801
39.831936023	116.34328803
39.831934819	116.34328805
39.831933649	116.34328807
39.831932511	116.34328809
39.831931349	116.3432881
39.831930144	116.34328812
39.831928951	116.34328813
39.831927782	116.34328814
39.831926626	116.34328814
39.831925462	116.34328813
39.831924282	116.34328813
39.831923093	116.34328812
39.831921902	116.3432881
39.831920713	116.34328808
39.831919517	116.34328806
39.831918312	116.34328806
39.83191711	116.34328807
39.831915899	116.34328807
39.831914689	116.34328806
39.831913477	116.34328803
39.831912255	116.34328799
39.831911017	116.34328795
39.831909778	116.34328791
39.831908586	116.34328796
39.831907378	116.34328794
39.831906142	116.34328792
39.831904879	116.34328792
39.831903613	116.34328791
39.83190236	116.34328789
39.83190111	116.34328787
39.831899844	116.34328786
39.831898564	116.34328784
39.831897292	116.3432878
39.831896034	116.34328775
39.831894775	116.3432877
39.831893508	116.34328764
39.831892206	116.34328759
39.83189089	116.34328755
39.831889606	116.3432875
39.83188836	116.34328745
39.831887092	116.34328742
39.831885759	116.34328738
39.8318844	116.34328732
39.831883062	116.34328722
39.831881792	116.34328713
39.831880511	116.34328705
39.831879175	116.34328698
39.831877812	116.34328692
39.831876472	116.34328685
39.831875175	116.34328679
39.831873879	116.34328673
39.831872571	116.34328665
39.831871221	116.34328656
39.831869883	116.34328646
39.831868559	116.34328635
39.831867247	116.34328626
39.831865933	116.34328617
39.831864613	116.34328609
39.831863287	116.34328602
39.831861969	116.34328594
39.831860666	116.34328586
39.831859369	116.34328577
39.831858069	116.34328566
39.831856726	116.34328539
39.831855439	116.34328523
39.83185414	116.34328508
39.831852854	116.34328492
39.831851574	116.34328474
39.831850302	116.34328456
39.831849008	116.34328438
39.831847711	116.34328422
39.83184642	116.34328404
39.831845169	116.34328386
39.831843924	116.34328369
39.831842629	116.34328353
39.8318413	116.34328335
39.831839978	116.34328317
39.831838703	116.34328299
39.831837433	116.34328282
39.831836143	116.34328263
39.831834815	116.34328245
39.831833489	116.34328228
39.831832189	116.34328211
39.831830848	116.34328208
39.831829544	116.34328194
39.831828232	116.34328179
39.831826915	116.34328164
39.831825616	116.3432815
39.831824311	116.34328136
39.831822992	116.34328121
39.831821653	116.34328106
39.831820327	116.34328093
39.831819013	116.3432808
39.831817683	116.34328068
39.831816321	116.34328056
39.831814961	116.34328046
39.831813617	116.34328034
39.8318123	116.34328022
39.831810975	116.34328011
39.831809625	116.34328002
39.831808246	116.34327994
39.831806902	116.34327986
39.831805593	116.34327979
39.831804269	116.34327973
39.831802817	116.34327962
39.831801443	116.34327955
39.831800099	116.34327947
39.83179877	116.3432794
39.83179743	116.34327934
39.831796069	116.34327928
39.831794721	116.34327922
39.831793372	116.34327917
39.831792027	116.34327912
39.831790648	116.34327908
39.83178926	116.34327901
39.831787876	116.34327893
39.831786517	116.34327886
39.831785159	116.34327878
39.831783788	116.34327871
39.831782398	116.34327864
